title	detail_url	thumbnail_url	caption
18 499 in Halle/S (2)	https://eisenbahnstiftung.de/images/bildergalerie/79779.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/79779_x.jpg	Eines der ersten Eisenbahnbilder von Karl-Ernst Maedel, das er im Alter von 15 Jahren zu Weihnachten 1934 auf dem Bahnhof Halle (Saale) anfertigte, zeigt die Nürnberger 18 499, die gerade den D 40 (Berlin Anh Bf – München) bespannt hat. Der aufgetürmte Kohlenberg des Tenders ist der nachfolgenden Fahrt ins 340 km entfernte Nürnberg geschuldet. (26.12.1934) <i>Foto: Karl-Ernst Maedel</i>
64 020 im Fichtelgebirge	https://eisenbahnstiftung.de/images/bildergalerie/79664.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/79664_x.jpg	64 020 (Bw Bayreuth) mit einem Personenzug irgendwo im Fichtelgebirge. (1941) <i>Foto: Karl-Ernst Maedel</i>
Lokalbahn Ludwigshafen (39)	https://eisenbahnstiftung.de/images/bildergalerie/79425.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/79425_x.jpg	Die Ludwigshafener 99 083 (Krauss München, Baujahr 1889) fährt mit einem Lokalbahnzug in Ludwigshafen (Rhein) durch die Maudacher Straße (Höhe Hausnummer 270–276) stadtauswärts nach Meckenheim. Die Lok wurde bereits 1930 ausgemustert.  (1927) <i>Foto: RBD Mainz, Slg. W. Löckel</i>
Ludwigshafen Hbf (28)	https://eisenbahnstiftung.de/images/bildergalerie/79431.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/79431_x.jpg	Blick auf den alten Ludwigshafener Hauptbahnhof mit dem Stadthaus Nord, der Jägerstraße und einer ausfahrenden P 8. Obwohl schon vor dem Zweiten Weltkrieg geplant war, den Kopfbahnhof durch einen Durchgangsbahnhof zu ersetzen, dauerte es noch bis 1969, bevor der neue Durchgangsbahnhof eröffnet werden konnte. (1931) <i>Foto: RBD Mainz, Slg. W. Löckel</i>
Schiffbrücke Maxau (7)	https://eisenbahnstiftung.de/images/bildergalerie/79433.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/79433_x.jpg	Der Bau der Maxaubahn 1862 machte es notwendig, eine Rheinbrücke für den Eisenbahnverkehr zu errichten, welche die Maxaubahn Karlsruhe–Maxau mit einer neugeschaffenen Zweigstrecke der „Pfälzischen Maximiliansbahn“ Winden (Pfalz)—Wörth (Pfalz)—Maximiliansau verband. Erstmals in Europa wurde diese gemischte Eisenbahn- und Straßenbrücke als Schiffbrücke ausgeführt. Am 3. April 1938 konnte endlich eine neue feste Eisenbahnbrücke eingeweiht werden. Der letzte Zug mit 98 7507 überquert die alte Schiffbrücke, die danach entfernt wurde. Ironie der Geschichte: Am 21. März 1945 wurde die neue Brücke zum Ende des Zweiten Weltkriegs gesprengt. (03.04.1938) <i>Foto: RVM</i>
Schiffbrücke Speyer (3)	https://eisenbahnstiftung.de/images/bildergalerie/79435.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/79435_x.jpg	Betriebsalltag an der Schiffbrücke Speyer bei Hochwasser im Jahr 1929. Nicht nur auf der wackeligen Schiffsbrücke konnten sich die Loks "nasse Füße" holen, bei Hochwasser standen auch die Zufahrtsrampen unter Wasser. 98 7507 vom Bw Ludwigshafen (Rhein)/Lokbf Speyer verlässt das trockene Ufer unmittelbar an der Brückenauffahrt am Rheinbahnhof in Speyer. (1929) <i>Foto: RVM</i>
01 001 in Köln (3)	https://eisenbahnstiftung.de/images/bildergalerie/79054.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/79054_x.jpg	01 001 (Bw Hamm/Westf) wendet im Bw Köln Bbf, interessanterweise nicht auf einer der Schuppendrehscheiben, sondern – recht selten fotografiert – auf der Zulaufdrehscheibe des Bw am nordwestlichen Ende der Wagenabstellgruppe und der MITROPA/DSG-Gleise. Diese Drehscheibe existiert aus betrieblicher Notwendigkeit heute noch. Die Lokomotiven der abzustellenden Züge werden über diese Drehscheibe zum Bw bzw. heute in die Abstellgleise geführt, da für eine Weichenstraße kein Raum ist – eine in ihrer Art einmalige Anordnung in Deutschland. Die Brücke im Hintergrund ist Teil des Überwerfungsbauwerkes des westlichen Kölner Eisenbahnrings mit dem Richtungsgleis nach Köln-West/linke Rheinstrecke/Südbrücke und überführt die Strecke aus Aachen/Ehrenfeld/Nippes zum Hbf. (20.09.1932) <i>Foto: DLA Darmstadt (Bellingrodt)</i>
01 001 in Köln (4)	https://eisenbahnstiftung.de/images/bildergalerie/79055.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/79055_x.jpg	Die Baureihe 01 ist wohl die berühmteste Einheitsloks der Deutschen Reichsbahn. Mit den charakterischen großen Windleitblechen, dem wuchtigen Kessel und den beeindruckenden 2 m Rädern war sie über Jahrzehnte der Inbegriff einer kraftvollen Schnellzuglok. Carl Bellingrodt porträtierte die Urahnin im Bw Köln Bbf. (20.09.1932) <i>Foto: DLA Darmstadt (Bellingrodt)</i>
01 und 03 im Bw Köln Bbf	https://eisenbahnstiftung.de/images/bildergalerie/79057.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/79057_x.jpg	Eine von Carl Bellingrodt gekonnt in Szene gesetzte Momentaufnahme der Doppeldrehscheiben des Bw Köln Bbf. Links die hier beheimatete 03 052, rechts Gastlok 01 032 aus Hamm (Westf). Im Hintergrund der markante Kohlenhochbunker mit der Kohlenbeförderungsanlage.  (22.08.1932) <i>Foto: DLA Darmstadt (Bellingrodt)</i>
01 089 in Köln (2)	https://eisenbahnstiftung.de/images/bildergalerie/79058.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/79058_x.jpg	01 089 vom Bw Hamm (Westf) restauriert im Bw Köln Bbf. Anstatt des üblichen Oberflächenvorwärmers besaß sie zunächst versuchsweise einem Friedmann-Abdampfinjektor. Die Lok war bis September 1968 beim Bw Magdeburg Hbf im Einsatz, anschließend bis 1971 Heizlok beim Bw Stendal.  (09.08.1931) <i>Foto: DLA Darmstadt (Bellingrodt)</i>
01 1062 in Dresden (1)	https://eisenbahnstiftung.de/images/bildergalerie/79059.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/79059_x.jpg	Die seit Januar 1943 beim Bw Breslau Hbf beheimatete 01 1062 wendet im Bw Dresden-Altstadt. Für eine gerade drei Jahre alte Lok zeigt sie wohl kriegsbedingt eine starke Vernachlässigung im Erscheinungsbild. Zudem ist die Sonderarbeit 754 "Teilfreilegung des Triebwerks" ausgeführt worden. Hintergrund war, dass die Triebwerksverkleidung von Anfang an Probleme bereitete, sei es durch Vereisungen im Winter oder durch Heißläufer im Sommer. Unpraktisch war auch, dass die Stromlinienloks selbst für einfache Zwischenbremsuntersuchungen alle halbe Jahre ins RAW überführt werden mussten, da die Bw wegen der Verkleidung die Untersuchung nicht selbst ausführen konnten. Im Betrieb begannen vor allem bei schneller Fahrt die Kesselverkleidungsbleche zu flattern, Bleche wurden lose und Schrauben gingen verloren. Umstände, der übrigens auch bei der 1996 wieder in Dienst gestellten vollverkleideten 01 1102 erneut auftraten. (1943) <i>Foto: Werner Hubert</i>
01 1062 in Dresden (2)	https://eisenbahnstiftung.de/images/bildergalerie/79060.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/79060_x.jpg	01 1062 war am 26.01.1943 vom Bw Berlin Anhalter Bf zum Bw Breslau Hbf umgesetzt worden und ist hier als Wendelok zu Gast im Bw Dresden-Altstadt. Die Sonderarbeit 754 zur Teilfreilegung des Triebwerks war an der Lok abweichend von den Zeichnungen ausgeführt worden. Der Ausschnitt war länger ausgeführt und auch Kreuzkopf und Zylinderentwässerung freigelegt worden. Der Slogan „Räder müssen rollen für den Sieg!“ am Tender der Lok war der Titel einer propagandistischen Werbekampagne der Deutschen Reichsbahn im Jahr 1942. Wesentliches Ziel der Kampagne war die Erhöhung der Transportleistung in der Wende des Zweiten Weltkriegs und die zunehmenden Nachschubprobleme im Russlandfeldzug, für die in weiten Teilen die Eisenbahn verantwortlich gemacht wurde. (1943) <i>Foto: Werner Hubert</i>
01 192 in Köln (1)	https://eisenbahnstiftung.de/images/bildergalerie/79061.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/79061_x.jpg	01 192 ist nach der Abnahme im RAW Braunschweig fabrikneu beim Bw Deutzerfeld eingetroffen. Am Tag der Ankunft war auch Carl Bellingrodt zugegen.  (07.01.1937) <i>Foto: DLA Darmstadt (Bellingrodt)</i>
01 192 in Köln (2)	https://eisenbahnstiftung.de/images/bildergalerie/79062.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/79062_x.jpg	Die frisch von Henschel in Kassel ausgelieferte 01 192 war ab Werk auch bereits mit Indusi ausgerüstet. Im Bw Deutzerfeld angekommen, war sie hier vom 08.01.1937 bis 27.12.1945 stationiert. Ausgemustert wurde sie mit Wirkung vom 25.11.1972 beim Bw Hof.  (07.01.1937) <i>Foto: DLA Darmstadt (Bellingrodt)</i>
01 217 in Dresden (1)	https://eisenbahnstiftung.de/images/bildergalerie/79063.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/79063_x.jpg	Auch Werner Hubert dokumentierte fleißig die neuen 01er, wie die 01 217 im Heimat-Bw Dresden-Altstadt. Ab Mai 1937 war sie hier beheimatet, im Mai 1944 erfolgte die Umsetzung zum Bw Ludwigshafen (Rhein). Das Dienstende beschloss die Lok im September 1971 beim Bw Braunschweig 1. (1937) <i>Foto: DLA Darmstadt (Hubert)</i>
01 217 in Dresden (2)	https://eisenbahnstiftung.de/images/bildergalerie/79064.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/79064_x.jpg	01 217 von der Heizerseite im Heimat-Bw Dresden-Altstadt. Die von Henschel in Kassel gebaute Lok besaß ab Werk als Sonderbauart einen Speisewasser-Dejektor über der dritten Kuppelachse.  (1937) <i>Foto: DLA Darmstadt (Hubert)</i>
04 001 in Berlin (2)	https://eisenbahnstiftung.de/images/bildergalerie/79065.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/79065_x.jpg	04 001 in der Standardposition rechts schräg im RAW Grunewald. Im Jahr 1932 versuchte die Deutsche Reichsbahn durch die Verwendung hochfester Stähle den Kesseldruck zu steigern. Obwohl bei Messfahrten die von der Firma Krupp gebauten Versuchsfahrzeuge 04 001 und 002 sich als überaus leistungsfähig erwiesen, traten nach kurzer Zeit Schäden an der Feuerbüchse auf, sodass man den Druck ab 1935 wieder herabsetzte und ihnen die Betriebsnummern 02 101 und 02 102 zuwies. Am 03.04.1939 explodierte der Kessel der 02 101 aufgrund von Wassermangel, woraufhin beide Maschinen ausgemustert wurden. (1932) <i>Foto: DLA Darmstadt (Maey)</i>
39 002 in Leipzig (2)	https://eisenbahnstiftung.de/images/bildergalerie/79066.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/79066_x.jpg	Frisch bekohlt präsentiert sich 39 002 vom Bw Reichenbach (Vogtl) als Wendelok im Bw Leipzig Hbf Nord. An der Fotostelle hat Werner Hubert übrigens zahlreiche Lokomotiven porträtiert.  (1935) <i>Foto: DLA Darmstadt (Hubert)</i>
73 064 in Nürnberg	https://eisenbahnstiftung.de/images/bildergalerie/79067.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/79067_x.jpg	Bestens ausgeleuchtet stellt sich 73 064 im Heimat-Bw Nürnberg Hbf dem Fotografen. Die 1899 von Krauss in München gebaute bayerische D XII wurde am 05.09.1934 ausgemustert.  (1933) <i>Foto: DLA Darmstadt (Maey)</i>
73 079 in Aschaffenburg (2)	https://eisenbahnstiftung.de/images/bildergalerie/79068.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/79068_x.jpg	Die Heizerseite der 73 079 in einer späteren Standardaufnahme im Heimat-Bw Aschaffenburg. Die bayerische D XII wurde 1900 von Krauss, München gebaut und mit Verfügung der Gruppenverwaltung Bayern (GB) 16 Fuvl vom 1. Juli 1933 aus den Bestandslisten gestrichen.  (1931) <i>Foto: DLA Darmstadt (Maey)</i>
74 101 in Berlin	https://eisenbahnstiftung.de/images/bildergalerie/79069.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/79069_x.jpg	Die Naßdampftenderlok 74 101 präsentiert sich vor dem westlichen Ringlokschuppen im Heimat-Bw Berlin Lehrter Bf. Die preußische T 11 aus dem Jahre 1905 wurde genau ein Jahr später, im Juni 1933 ausgemustert. (15.06.1932) <i>Foto: DLA Darmstadt (Bellingrodt)</i>
74 223 in Berlin (1)	https://eisenbahnstiftung.de/images/bildergalerie/79070.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/79070_x.jpg	Zwischen 1903 und 1910 wurden 470 Exemplare von der preußischen Gattung T 11 beschafft, die auch im Berliner Stadtbahn- und Vorortverkehr zum Einsatz kamen. Die Reichsbahn übernahm 1925 noch 358 Lokomotiven mit den Nummern 74 001–358, von denen 35 Maschinen bis 1929 auf Heißdampf umgebaut worden waren. Die Rbd Berlin besaß Anfang der 1920er Jahre genügend leistungsstarke T 12-Lok für den Stadtbahnverkehr, weshalb die Gattung T 11 in untergeordnete Dienste abwanderte, wie die hier im Heimat-Bw Tempelhof Vbf angetroffene 74 223.  (17.06.1932) <i>Foto: DLA Darmstadt (Bellingrodt)</i>
74 223 in Berlin (2)	https://eisenbahnstiftung.de/images/bildergalerie/79071.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/79071_x.jpg	Die Heizerseite von 74 223, aufgenommen im Heimat-Bw Tempelhof Vbf. Die Lok wurde 1908 als "7615 Berlin" in Dienst gestellt und blieb ihrer Heimat-Direktion bis 1947 treu. Nach dem Krieg beim Bw Wustermark Vbf abgestellt, wurde sie im Zuge der Gattungsbereinigung 1947 als Schadlok dem Bw Magdeburg Hbf zugeteilt. Als Ersatzteilspender ausgeschlachtet, fiel sie der Schrottaktion 1950 zum Opfer (vgl. Erläuterungen zu Bild-Nr. 79785). Nach formeller Ausmusterung durch die Generaldirektion der DR (GdR) erfolgte die Absetzung vom Lokbestand der RBD Magdeburg am 05.02.1951. Zwei pr. T 11 blieben der Nachwelt erhalten: Die polnische OKi1-28 (ex 74 104'') im Eisenbahnmuseum Warschau und 74 231 als "7512 Hannover" bei der Museumseisenbahn Minden (Westf). (17.06.1932) <i>Foto: DLA Darmstadt (Bellingrodt)</i>
62 001 in Düsseldorf	https://eisenbahnstiftung.de/images/bildergalerie/78702.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/78702_x.jpg	Porträtaufnahme der 62 001 im Bw Düsseldorf Abstellbf, dem sie vom 02.01.1932 bis 11.01.1949 angehörte. Die Reichsbahn bestellte bei Henschel in Kassel 15 Einheitsloks der Baureihe 62, die 1928 fertiggestellt wurden. Das Fehlen passender Einsatzstrecken (oberbautechnisch) und finanzielle Probleme der Reichsbahn verhinderten den Ankauf der Maschinen. Jedoch veranlasste das RZA in Berlin die Abnahme der 62 001 und 002 für Erprobungszwecke. So gelangte 62 001 nach der Abnahme am 03.07.1928 im RAW Kassel zunächst zum RAW Grunewald (Versuchsabteilung für Lokomotiven) und war später zusammen mit 62 002 beim Bw Lennep im planmäßigen Einsatz.  (07.05.1932) <i>Foto: DLA Darmstadt (Bellingrodt)</i>
62 002 in Düsseldorf	https://eisenbahnstiftung.de/images/bildergalerie/78703.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/78703_x.jpg	62 002 im Bahnhof Düsseldorf Abstellbf. Im Auftrag des RZA in Berlin war sie zusammen mit 62 001 beim Bw Lennep zur Betriebserprobung zwischen Köln, Düsseldorf, Lennep und Wuppertal im Einsatz. Erst ab 02.01.1932 wurden beide Lokomotiven von der Reichsbahn übernommen und dem Bw Düsseldorf Abstellbf zugeteilt. Noch trägt die Lok die Bw-Tafel "Lennep" und ist mit den kleinen Wagner-Windleitblechen unterwegs.  (07.05.1932) <i>Foto: DLA Darmstadt (Bellingrodt)</i>
62 004 in Düsseldorf (1)	https://eisenbahnstiftung.de/images/bildergalerie/78704.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/78704_x.jpg	62 004 im Heimat-Bw Düsseldorf Abstellbf. Der 1930 fertiggestellte 30-ständige Ringlokschuppen im Hintergrund galt mit einem Durchmesser von 140 Meter als Musterprojekt der Deutschen Reichsbahn. Nach einer Renovierung mit Investitionen von 19 Mio € (!) wird er heute als Anlaufpunkt für Oldtimer-Autofreunde genutzt.  (07.05.1932) <i>Foto: DLA Darmstadt (Bellingrodt)</i>
62 004 in Düsseldorf (3)	https://eisenbahnstiftung.de/images/bildergalerie/78705.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/78705_x.jpg	62 004 (Henschel, Baujahr 1928) wurde nach dreijähriger Abstellzeit von der Reichsbahn übernommen und ab 19.12.1931 dem Bw Düsseldorf Abstellbf zugeteilt. Hier steht sie vor der imposanten Kulisse des Ringlokschuppens zur Ablichtung bereit.  (07.05.1932) <i>Foto: DLA Darmstadt (Bellingrodt)</i>
62 004 in Düsseldorf (4)	https://eisenbahnstiftung.de/images/bildergalerie/78706.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/78706_x.jpg	Als damals neue Baureihe wurde 62 004 für das DLA Darmstadt aus allen Lagen und Richtungen dokumentiert und für den Fotografen im Bw Düsseldorf Abstellbf auch bereitwillig in alle Positionen gefahren, natürlich immer mit Treibstange unten. Das Bildverzeichnus weist an diesem Tag sechs Aufnahmen der Lok aus, die in den Standardpositionen l (links), ls (links schräg), r (rechts), rs (rechts schräg), rsvh (rechts schräg von hinten) und v (von vorne) gefertigt wurden. (07.05.1932) <i>Foto: DLA Darmstadt (Bellingrodt)</i>
62 011 in Meiningen (2)	https://eisenbahnstiftung.de/images/bildergalerie/78707.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/78707_x.jpg	Von 62 011 gelang diese exzellente Porträtaufnahme von der Drehscheibe des Heimat-Bw. Im Februar 1945 wurde die Lok zum RAW Braunschweig zu einer L2-Ausbesserung überführt, von der sie nicht mehr zurückkehren sollte. Die Zonengrenze verhinderte die Rückführung zum Bw Meiningen. Das Bw Braunschweig Hbf war fortan für die Lok zuständig und übernahm sie in den Lokbestand.  (1934) <i>Foto: DLA Darmstadt (Hubert)</i>
62 015 in Meiningen	https://eisenbahnstiftung.de/images/bildergalerie/78708.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/78708_x.jpg	62 015 vor einem Personenzug nach Eisenach im Bahnhof Meiningen. Als letzte Lok der Baureihe 62 wurde die bereits 1928 gebaute Maschine erst 1932 von der Reichsbahn übernommen und ab 31.07.1932 dem Bw Meiningen zugeteilt. Hier stand sie vornehmlich auf der Werrabahn Eisenach—Lichtenfels im Einsatz.  (1934) <i>Foto: DLA Darmstadt (Hubert)</i>
64 024 in Aschaffenburg	https://eisenbahnstiftung.de/images/bildergalerie/78709.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/78709_x.jpg	64 024 im Heimat-Bw Aschaffenburg, dem sie im Februar 1928 fabrikneu zugeteilt worden war. Die von Henschel in Kassel gebaute Lok besitzt ein drittes Spitzensignal, einen Rauchkammerzentralverschluss, einen außermittigen Oberflächenvorwärmer und eine Doppelkupplung für die Heizleitung. (1929) <i>Foto: DLA Darmstadt (Maey)</i>
64 089 in Bergheim/Erft	https://eisenbahnstiftung.de/images/bildergalerie/78710.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/78710_x.jpg	64 089 wurde fabrikneu ab 13.03.1928 dem Bw Bergheim (Erft) zugeteilt. Carl Bellingrodt traf die Lok in ihrer Heimat mit den ursprünglichen Druckausgleichern über den Zylindern an.  (09.08.1931) <i>Foto: DLA Darmstadt (Bellingrodt)</i>
64 099 in Holzwickede	https://eisenbahnstiftung.de/images/bildergalerie/78711.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/78711_x.jpg	Auf der Drehscheibe stehend, fertigte Carl Bellingrodt von 64 099 im heimatlichen Bw Holzwickede diese klassische Porträtaufnahme an. Holzwickede war das einzige Bw der Rbd Wuppertal, das vor 1945 die Baureihe 64 beheimatete. (21.03.1933) <i>Foto: DLA Darmstadt (Bellingrodt)</i>
64 421 in Radolfzell (1)	https://eisenbahnstiftung.de/images/bildergalerie/78712.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/78712_x.jpg	Die seit April 1937 beim Bw Radolfszell beheimatete 64 421 steht im heimatlichen Bahnhof mit einem Personenzug zur Abfahrt bereit.  (03.1938) <i>Foto: DLA Darmstadt (Maey)</i>
64 421 in Radolfzell (2)	https://eisenbahnstiftung.de/images/bildergalerie/78713.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/78713_x.jpg	64 421 in ihrer Heimat Radolfzell am Bodensee. Rätsel gibt noch der Schlot mit dem ungewöhnlichen Aufsatz auf. (03.1938) <i>Foto: DLA Darmstadt (Maey)</i>
70 119 in Bad Dürrheim (1)	https://eisenbahnstiftung.de/images/bildergalerie/78714.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/78714_x.jpg	70 119, gebaut 1916 von der MBG Karlsruhe, steht mit P 1589 abfahrbereit im Bahnhof Bad Dürrheim, dem Endpunkt der Stichbahn von Marbach (Baden). Auf der Strecke kamen badische I g vom Bw Villingen (Schwarzw) zum Einsatz. (18.07.1937) <i>Foto: DLA Darmstadt (Bellingrodt)</i>
70 119 in Bad Dürrheim (2)	https://eisenbahnstiftung.de/images/bildergalerie/78715.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/78715_x.jpg	Zur Beförderung von leichten Reisezügen beschaffte die Badischen Staatseisenbahnen die Tenderlok der Gattung I g. Die Deutsche Reichsbahn übernahm alle Exemplare als Baureihe 70¹ mit den Nummern 70 101 bis 105 (erste Serie) und 70 111 bis 125 (zweite Serie). Außerdem ordnete sie weitere acht Maschinen aus dem Jahr 1927 mit den Nummern 70 126 bis 133 ein. Das Bild zeigt die Villinger 70 119 im Bahnhof Bad Dürrheim. Sie stand 36 Jahre im Dienst und wurde 1953 beim Bw Trier Hbf ausgemustert. (18.07.1937) <i>Foto: DLA Darmstadt (Bellingrodt)</i>
70 126 in Trier (2)	https://eisenbahnstiftung.de/images/bildergalerie/78716.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/78716_x.jpg	70 126 von der Lokführerseite im Bw Trier Hbf, dem sie ab 1927 fabrikneu zugeteilt worden war. Die Lok stand nach Kriegsende als Rückführlok beim Bw Heidelberg und wurde 1947 beim Bw Mannheim Pbf ausgemustert.  (19.09.1931) <i>Foto: DLA Darmstadt (Bellingrodt)</i>
70 126 + 70 132 in Trier (1)	https://eisenbahnstiftung.de/images/bildergalerie/78717.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/78717_x.jpg	Vor der Übergabe an den Betrieb präsentieren sich 70 126 und 70 132 im heimatlichen Bw Trier Hbf.  (19.09.1931) <i>Foto: DLA Darmstadt (Bellingrodt)</i>
70 126 + 70 132 in Trier (2)	https://eisenbahnstiftung.de/images/bildergalerie/78718.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/78718_x.jpg	70 132 vor 70 126 mit einem Leerreisezug (Lr) am Bw Trier Hbf.  (19.09.1931) <i>Foto: DLA Darmstadt (Bellingrodt)</i>
70 129 in Münster	https://eisenbahnstiftung.de/images/bildergalerie/78719.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/78719_x.jpg	Ungewöhnlich ist die Beheimatung der badischen Gattung I g in einer norddeutschen Direktion. Bei der Verteilung der 1928 beschafften Nachbauserie 70 126–133 wurde die Rbd Münster (Westf) mit drei Lokomotiven berücksichtigt, die bei der Hauptverwaltung Lokbedarf angemeldet hatte. Hermann Maey traf 70 129 im Heimat-Bw Münster (Westf) an. Später war sie bei der RBD Regensburg, ab 1943 bei der RBD Karlsruhe im Einsatz. (1929) <i>Foto: DLA Darmstadt (Maey)</i>
71 002'' in Berlin	https://eisenbahnstiftung.de/images/bildergalerie/78722.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/78722_x.jpg	Die Einheitslok-Baureihe 71 entstammt dem erweiterten Typenprogramm der DRG und sollte Personenzüge in triebwagenähnlichen Verkehren auf Haupt- und Nebenbahnen befördern. Ende 1934 wurden von der BMAG in Wildau zwei Baumusterlok für 90 km/h dem RAW Grunewald übergeben und bis Juni 1935 von der Versuchsabteilung für Lokomotiven erprobt. Es stellte sich heraus, dass die Verbrauchswerte gegenüber anderen Dampflokomotiven der Reichsbahn nicht wie erhofft geringer geworden waren. Daraufhin bestellte die DRG 1936 bei Borsig und Krupp nochmals je zwei Lokomotiven, bei denen die Treibräder auf 1.600 mm und die Zylinderdurchmesser auf 330 mm vergrößert wurden, wobei die Höchstgeschwindigkeit nun auf 100 km/h heraufgesetzt werden konnte. Die vier Maschinen wurden jedoch erst zwischen Dezember 1939 und März 1941 in Dienst gestellt. Die Aufnahme zeigt 71 002 (Zweitbesetzung) vor der Lokhalle der Versuchsabteilung im RAW Grunewald, kurz vor der Übergabe an das Bw Bamberg.  (25.06.1935) <i>Foto: DLA Darmstadt (Hubert)</i>
71 002'' in Nürnberg (1)	https://eisenbahnstiftung.de/images/bildergalerie/78723.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/78723_x.jpg	71 002 (Zweitbesetzung) zählte ab 01.07.1935 zum Bamberger Lokbestand und ist als Wendelok zu Gast im Bw Nürburg Hbf. Letzte Dienststelle war ab 22.05.1955 das Bw Landau (Pfalz). Mit Verfügung der BD Mainz wurde sie ab 11.08.1956 ausgemustert. (1937) <i>Foto: DLA Darmstadt (Maey)</i>
71 002'' in Nürnberg (2)	https://eisenbahnstiftung.de/images/bildergalerie/78724.jpg	https://eisenbahnstiftung.de/images/thumbnails/bildergalerie/78724_x.jpg	Ende 1934 lieferte die BMAG in Wildau zwei Baumusterloks der Baureihe 71 an die Versuchsabteilung für Lokomotiven des RAW Grunewald (siehe Bild-Nr. 78722). Nach der Erprobung wurden sie 1935 dem Bw Bamberg zugeteilt. Die 90 km/h schnellen Flitzer waren auf der 182 km langen Strecke Nürnberg—Saalfeld (Saale) gefordert, bis 1937 die Umsetzung zum Bw Nürnberg Hbf erfolgte. Mit den später gelieferten 71 003 - 006 kamen sie im Nürnberger Vorortverkehr, aber auch im Hilfs- und Bauzugdienst zum Einsatz. 1945 waren alle Loks abgestellt. Erst 1952 fand sich bei der ED Mainz ein neues Betätigungsfeld. Sie erhielten 1952 im EAW Kaiserslautern eine Hauptuntersuchung und waren anschließend in den Bahnbetriebswerken Kaiserslautern und Landau (Pfalz) beheimatet. Die Tenderloks erreichten auf Strecken in der Pfalz immerhin Laufleistungen von täglich ca. 340 km. Bis August 1956 wurden alle Loks ausgemustert. Das Bild zeigt die Bamberger 71 002 (Zweitbesetzung) als Wendelok im Bw Nürburg Hbf.  (1937) <i>Foto: DLA Darmstadt (Maey)</i>
